p0,p1
398.512|24.3535,188.91|200
198.443|200,-233.391|-197.193
-249.954|-193.661,-380.783|85.5431
-361.899|117.426,166.07|200
375.696|95.5566,303.249|171.288
196.557|-200,387.455|69.7182
-45.8856|200,390.085|-62.1921
-45.8856|200,309.993|-167.038
-45.8856|200,178.817|-200
-278.58|-183.916,-391.822|-56.6081
-175.353|200,-152.438|200
-67.8022|-200,219.796|-199.018
39.7489|200,386.692|71.7374
147.3|-200,-51.6221|200
252.933|192.868,-368.865|107.166
142.913|-200,-328.082|-153.607
30.8947|200,346.325|-136.342
-81.1233|-200,333.475|148.944
-193.141|200,-371.146|103.485
-297.978|-174.357,-237.688|-196.417
51.3847|200,168.719|200
51.3847|200,168.719|200
51.3847|200,168.719|200
355.458|-125.828,398.535|-24.1663
-186.909|200,98.9154|-200
-382.077|82.7526,-382.248|82.3744
-342.197|-140.641,329.713|-152.232
-29.6046|-200,275.642|185.144
354.443|-127.073,-240.275|-195.903
352.86|128.972,-390.479|60.972
-48.1683|200,-80.8974|200
-332.742|149.598,399.384|-15.6861
-393.486|-50.627,-253.128|-192.815
-242.461|-195.441,-394.547|-46.3857
397.944|28.6052,-334.412|148.1
-388.244|67.5579,-82.3309|200
-28.6075|-200,368.91|107.095
-28.6075|-200,301.195|-172.51
-28.6075|-200,-398.693|22.8235
373.634|99.2541,391.654|57.1727
-287.918|-179.64,-40.9174|-200
-365.903|111.697,-40.9174|-200
262.238|190.07,-40.9174|-200
386.232|72.9219,-399.562|13.2219
374.751|-97.2733,37.2499|200
236.146|-196.707,394.322|47.3184
-397.913|-28.8202,190.609|-200
-23.0584|200,-138.865|200
392.641|-53.7531,-378.274|-90.6558
-391.778|-56.7549,394.893|-44.9066
7.36167|200,-40.8625|200
393.98|-48.7003,-399.992|-1.8403
-367.365|-109.494,-31.7034|-200
-201.571|199.994,-31.7034|-200
20.8642|-200,-31.7034|-200
20.8642|-200,397.586|30.9816
20.8642|-200,-316.227|162.761
240.947|195.763,-358.647|-121.784
277.228|-184.488,256.503|-191.853
-45.1549|200,376.961|-93.1926
-45.1549|200,390.163|61.9515
-45.1549|200,288.108|179.547
-335.891|-146.744,-74.3629|200
18.4758|200,-264.65|189.263
353.68|-127.994,-353.477|128.237
-111.248|200,-397.741|29.9763
-399.966|-3.68307,-384.588|-76.9882
-98.7196|-200,-317.839|-161.598
369.956|105.427,-216.874|-199.287
-147.877|-200,380.867|-85.3656
-391.996|-56.0138,225.69|198.343
-267.941|188.107,-151.491|-200
378.22|-90.7624,-392.44|54.4678
-112.787|200,152.364|200
-112.787|200,329.036|152.806
-112.787|200,399.988|-2.18341
-397.522|31.3865,325.669|-155.587
-194.178|-200,143.549|-200
157.345|200,-387.13|-70.585
389.446|-64.1102,-197.93|200
-253.81|-192.625,81.7616|-200
-387.236|-70.3049,81.7616|-200
-367.293|109.604,81.7616|-200
-210.317|199.734,328.669|153.115
388.684|-66.3189,-25.9451|-200
-352.592|129.289,-354.427|127.092
-204.392|-199.952,129.964|-200
-2.79754|200,399.169|-18.2147
198.821|-200,176.961|200
360.069|119.908,176.961|200
-399.023|-19.7395,176.961|200
399.873|-7.12751,-228.307|-197.987
-390.198|61.8429,-383.59|79.3381
44.9833|-200,99.9549|200
399.555|13.3407,343.609|139.2
-32.0913|200,388.344|-67.2782
-395.341|42.9178,222.914|-198.683
-177.905|-200,-380.324|86.506
180.136|200,207.988|-199.84
395.772|-40.9066,371.025|-103.685
47.7023|-200,380.879|85.339
-399.947|4.60851,228.724|197.927
85.5375|200,-397.752|-29.9045
383.219|80.1932,388.031|-68.1482
283.77|-181.611,32.931|200
-390.901|59.6401,-370.459|-104.613
344.917|-137.837,243.687|195.17
236.965|196.554,400|0.389644
-86.3829|-200,244.447|-194.999
-353.754|127.905,-371.593|102.742
238.273|-196.304,44.6736|-200
399.992|1.77921,392.799|53.1848
234.774|196.954,-358.95|121.387
-347.232|-135.362,-240.683|-195.819
-116.433|200,140.5|200
-116.433|200,390.812|-59.9229
-116.433|200,-263.595|-189.62
158.851|-200,-395.66|-41.4404
369.525|106.119,-335.008|147.556
-399.719|-10.5953,-102.423|200
394.632|-46.0266,377.72|91.7363
-156.506|200,259.54|-190.932
-370.561|104.446,-304.297|170.652
-358.794|-121.592,-269.587|-187.504
-118.846|-200,135.311|200
397.542|-31.259,394.21|-47.7758
80.1712|200,-133.127|-200
-359.64|-120.478,-343.553|-139.257
50.5122|200,-392.812|53.1367
389.253|-64.6792,-251.95|193.135
-387.981|-68.2861,398.757|22.2612
-64.3952|200,-28.2978|-200
344.104|-138.687,-399.891|-6.60401
40.6788|200,-59.81|200
40.6788|200,386.841|-71.3469
40.6788|200,-386.488|72.2647
-295.788|-175.569,51.9005|-200
-192.51|200,399.375|15.8016
-82.513|-200,-39.2536|200
27.4836|200,-393.304|51.3196
137.48|-200,-200.573|-199.999
246.002|194.638,109.831|200
167.721|-200,109.831|200
88.3762|200,109.831|200
9.03126|-200,359.09|-121.204
-70.3137|200,-320.919|159.306
-149.659|-200,-279.965|-183.318
-228.596|197.945,240.877|195.778
-192.234|-200,390.766|-60.069
-155.684|200,86.2431|-200
-119.134|-200,-398.692|22.8322
-82.5841|200,308.987|167.695
-46.0343|-200,369.241|-106.571
-9.48441|200,-28.7065|-200
27.0655|-200,-357.936|-122.704
63.6153|200,-353.116|128.668
100.165|-200,13.3147|200
136.715|200,347.639|134.918
173.265|-200,371.968|-102.113
209.793|199.76,138.382|-200
207.057|-199.875,-398.436|24.961
176.033|200,347.49|135.08
144.999|-200,270.566|-187.137
113.966|200,-262.848|189.869
82.932|-200,-362.927|-115.995
51.8983|200,353.423|-128.302
20.8647|-200,293.108|177.005
-10.1689|200,-368.168|-108.257
-41.2026|-200,-28.3003|200
-72.2362|200,344.576|-138.195
-103.27|-200,8.81519|200
-134.303|200,8.81519|200
-165.337|-200,8.81519|200
-196.371|200,-335.652|-146.965
-227.26|-198.134,-38.0314|200
-148.203|200,287.706|-179.743
-68.7765|-200,211.215|199.685
10.6503|200,82.6832|-200
90.0771|-200,-45.9499|200
169.504|200,-174.583|-200
247.781|-194.209,-295.423|175.768
131.664|200,10.6923|-200
13.8409|-200,309.799|167.165
-103.982|200,119.245|-200
-221.465|-198.845,-88.3514|200
-249.543|193.767,-285.889|-180.619
-69.312|-200,-120.899|200
113.772|200,52.4915|-200
287.607|-179.792,225.192|198.407
91.0528|200,285.039|-181.021
-115.96|-200,-50.432|200
-306.935|169.012,-346.448|-136.209
-26.0203|-200,96.2802|200
-26.0203|-200,96.2802|200
-26.0203|-200,96.2802|200
269.107|187.681,397.881|-29.0363
248.107|-194.128,-58.9559|-200
11.4369|200,-384.013|-78.3527
11.4369|200,-269.151|187.665
11.4369|200,359.016|-121.3
-227.61|-198.085,74.5898|200
-323.583|157.249,-268.724|-187.822
288.785|-179.213,-277.31|184.454
337.326|145.402,96.0189|-200
-399.828|-8.28892,96.0189|-200
371.242|-103.326,96.0189|-200
160.317|200,378.271|90.662
160.317|200,-399.04|-19.5708
160.317|200,398.499|24.4564
-117.833|-200,-359.048|-121.258
-349.383|132.984,-200.663|199.999
257.009|-191.703,-0.15004|-200
392.235|55.1869,-0.15004|-200
133.698|200,-0.15004|-200
-379.787|-87.6157,200.363|200
273.784|185.892,359.592|-120.542
387.5|-69.5971,-398.931|20.6509
111.36|-200,399.986|2.39923
111.36|-200,-396.922|-34.9508
111.36|-200,287.144|180.016
-396.038|39.6115,384.93|-76.1625
386.268|72.8313,111.165|-200
64.326|-200,-397.709|30.1879
-340.098|142.732,357.968|122.662
-60.4451|-200,233.128|-197.237
-60.4451|-200,-104.792|200
-60.4451|-200,-367.672|-109.024
258.739|191.18,368.154|108.278
291.381|-177.903,101.154|-200
-148.297|200,-241.514|195.644
-148.297|200,-343.507|-139.304
-148.297|200,390.599|60.598
-399.375|-15.8019,-279.083|-183.701
-100.15|-200,-387.987|68.2698
376.758|93.5775,-126.154|200
-257.994|-191.407,390.767|-60.0659
-397.578|31.0317,-392.712|53.4989
-196.488|200,210.22|-199.739
266.154|-188.742,362.525|-116.558
333.761|148.688,392.466|54.3784
-384.894|-76.25,277.5|184.374
147.086|200,-328.141|153.558
384.758|76.5805,-383.123|-80.4123
307.24|-168.818,-170.554|-200
-384.901|-76.2332,370.571|104.429
-172.41|200,-87.7869|-200
135.288|-200,-399.868|7.27545
370.081|105.226,-58.1376|200
-395.033|-44.2945,-58.1376|200
337.19|145.529,-58.1376|200
271.678|-186.714,392.527|-54.1601
-239.258|196.109,-398.235|-26.5151
-390.59|-60.6256,279.142|183.675
-80.3469|-200,393.709|-49.7689
399.397|15.5213,179.486|-200
-251.121|193.356,-326.547|154.874
-393.192|51.7394,-171.907|-200
-340.914|-141.927,2.39742|200
-119.487|-200,176.702|-200
388.527|-66.7639,330.061|151.935
192.551|200,-222.199|-198.764
192.551|200,-398.887|-21.0743
192.551|200,-263.361|189.698
-101.306|-200,392.776|-53.2673
-347.479|135.092,-378.272|90.6594
203.964|-199.961,-70.2354|-200
382.669|-81.4366,-70.2354|-200
351.38|130.706,-70.2354|-200
121.482|200,315.077|163.576
-395.028|44.3182,156.303|-200
-127.263|-200,-18.3772|200
288.498|179.354,-193.058|-200
256.65|-191.809,-341.933|140.908
-47.4093|200,334.009|-148.464
-324.244|-156.727,225.887|198.318
-35.3972|200,-24.8555|-200
276.255|-184.892,-268.941|187.742
237.329|196.485,-213.568|-199.539
32.32|-200,-99.6291|200
-174.506|200,14.4415|-200
-347.666|-134.888,128.512|200
338.252|144.521,128.512|200
215.633|-199.388,128.512|200
-2.0266|200,241.35|-195.679
-219.5|-199.047,186.113|200
-329.606|152.323,130.271|-200
309.04|-167.662,74.4301|200
292.846|177.143,18.5889|-200
-282.457|-182.211,-37.2523|200
-336.333|146.333,-93.0935|-200
398.011|-28.1378,-148.935|200
-399.696|11.0227,-204.768|-199.943
396.398|-37.7841,-240.887|195.776
-277.049|184.563,-109.401|-200
-393.613|-50.1408,23.4879|200
-175.979|-200,156.377|-200
332.298|149.991,283.238|181.855
151.052|-200,55.5075|-200
-56.091|200,-183.044|200
-258.676|-191.199,-367.498|-109.29
-212.467|199.611,399.487|-14.32
-113.64|-200,-295.874|175.523
-14.7169|200,-379.028|-89.1567
84.2061|-200,-67.9484|-200
183.129|200,397.034|-34.3186
278.123|-184.111,111.493|200
37.2231|200,-323.719|-157.142
-213.361|-199.553,-151.068|200
-359.088|121.206,42.3022|-200
400|0.446277,234.245|197.046
-357.315|-123.499,274.998|-185.406
-220.248|198.972,-25.7364|200
55.4896|-200,-311.406|-166.099
55.4896|-200,-102.282|200
55.4896|-200,126.207|-200
309.417|167.415,328.158|153.543
82.6244|-200,-92.6676|-200
-164.282|200,-92.6676|-200
-360.987|-118.672,-92.6676|-200
385.753|74.1327,-393.03|52.3394
-108.067|-200,303.28|171.269
-395.917|-40.2072,384.563|-77.048
-209.994|199.75,138.579|-200
169.323|-200,-389.499|63.9534
396.151|39.0475,382.226|-82.4244
34.3948|200,19.9104|200
-399.885|6.78039,-370.592|-104.396
-8.86371|-200,261.549|190.294
-8.86371|-200,394.262|-47.5635
-8.86371|-200,162.42|-200
399.368|15.8818,-347.383|135.197
-142.665|200,-83.005|-200
-353.297|128.452,-83.005|-200
-384.649|-76.8424,-83.005|-200
-216.908|-199.284,230.625|197.641
375.827|95.3142,353.441|-128.28
-125.61|-200,-399.724|10.5042
-395.775|-40.8902,386.86|71.2974
-222.234|198.76,31.3718|-200
228.888|-197.903,-369.596|106.006
390.677|60.352,233.967|-197.094
58.5863|200,398.363|-25.5341
-399.87|7.21383,282.774|182.067
7.8398|-200,-396.402|37.7639
399.999|-0.689613,-40.7372|-200
11.7778|200,382.112|82.6764
-399.599|-12.6599,-361.742|-117.641
112.938|-200,-155.365|200
112.938|-200,-155.365|200
112.938|-200,-155.365|200
369.448|-106.242,104.523|-200
344.877|137.879,332.057|150.203
-66.7026|200,-79.8732|-200
-316.973|162.226,-389.688|63.3903
-399.999|-0.749294,367.968|108.567
-315.755|-163.098,206.302|-199.901
-58.1976|-200,-36.5552|200
339.858|-142.967,-271.456|-186.8
378.512|90.1849,-199.094|200
162.807|200,-199.094|200
-384.002|-78.3792,-199.094|200
314.118|164.247,-124.262|-200
321.19|-159.101,-49.4303|200
-392.449|54.4386,25.4013|-200
341.553|-141.29,100.233|200
251.691|193.205,175.065|-200
-141.433|-200,248.767|193.963
-141.433|-200,123.57|-200
-141.433|-200,-3.54497|200
-393.177|51.7948,-130.66|-200
160.417|200,-255.298|192.203
325.349|155.845,-154.073|-200
399.617|12.364,-50.8355|200
343.622|-139.186,-50.8355|200
193.675|-200,-50.8355|200
-396.12|39.2036,52.4017|-200
397.451|31.83,155.639|200
-257.214|-191.642,256.754|-191.778
-399.819|-8.50229,125.675|200
-273.287|186.089,-8.15544|-200
399.119|18.7566,-141.986|200
-75.6819|-200,-271.406|-186.819
-75.6819|-200,-104.522|200
-75.6819|-200,68.0488|-200
-392.573|-53.9977,238.966|196.167
-222.519|198.728,244.884|-194.898
203.036|-199.977,60.1461|200
399.962|-3.91794,60.1461|200
210.867|199.705,60.1461|200
-244.855|-194.905,-126.979|-200
-372.043|101.986,-301.233|172.487
309.306|167.488,-33.1132|-200
387.493|-69.6172,250.202|193.597
170.578|-200,293.53|-176.783
-360.557|119.254,-141.307|200
-8.43467|-200,-141.307|200
353.528|128.176,-141.307|200
-73.8846|-200,-398.672|-23.0056
-394.582|46.2378,-61.5223|-200
292.811|177.161,-61.5223|-200
393.617|-50.1253,-61.5223|-200
195.106|-200,395.929|40.149
-299.55|173.464,-372.547|101.131
-256.27|-191.921,-171.052|-200
66.0791|200,96.5992|200
66.0791|200,331.346|-150.825
66.0791|200,-62.6113|200
344.395|-138.384,-62.6113|200
-104.632|200,-62.6113|200
-104.632|200,-381.512|-83.9854
-104.632|200,398.397|25.2689
-398.82|-21.6977,-389.126|-65.0482
-8.38531|-200,44.7862|200
399.529|-13.7148,399.313|-16.5572
62.8891|200,-56.5423|-200
-382.171|-82.545,-56.5423|-200
350.094|132.181,-56.5423|-200
204.958|-199.939,-388.675|-66.345
6.02314|200,-241.451|195.657
-192.942|-200,271.039|-186.958
-192.942|-200,339.17|143.638
-192.942|-200,-397.33|-32.5688
-355.183|126.168,395.783|40.8527
387.947|-68.3795,-281.134|-182.804
-179.44|200,-389.811|63.0212
-179.44|200,-146.87|200
-179.44|200,376.076|-94.8544
-365.8|111.85,-197.449|200
-377.629|-91.9122,-364.107|114.319
-204.462|-199.95,-386.718|-71.6697
360.971|118.694,-245.469|-194.763
24.0115|-200,398.462|-24.7557
24.0115|-200,-6.84254|200
24.0115|-200,-399.225|-17.59
-339.245|143.565,132.988|-200
-33.6355|-200,357.726|-122.974
298.9|173.835,376.036|94.9274
180.17|-200,182.72|200
53.1304|200,-372.248|-101.639
-73.9094|-200,100.096|200
-200.949|199.998,399.815|8.5994
-313.064|-164.974,127.874|-200
150.279|200,-330.47|151.584
150.279|200,-136.156|-200
150.279|200,84.9169|200
399.973|3.31643,84.9169|200
158.764|-200,84.9169|200
-290.253|178.478,293.242|-176.935
-266.005|-188.794,104.089|200
87.9927|200,-96.639|-200
368.372|-107.939,-287.3|179.941
-357.707|122.998,-109.214|-200
-157.898|-200,78.2745|200
89.5441|200,261.258|-190.388
89.5441|200,188.496|200
89.5441|200,113.942|-200
314.643|-163.881,39.3889|200
28.2125|200,-35.1646|-200
-275.122|-185.356,-109.718|200
-235.522|196.82,-184.271|-200
-38.738|-200,-257.264|191.627
159.623|200,-93.3|-200
332.914|-149.445,74.17|200
-203.531|199.969,239.952|-195.969
-386.954|71.0495,237.705|196.414
-335.449|-147.151,77.0483|-200
16.5323|-200,-85.0616|200
328.642|-153.138,-245.085|-194.852
394.861|45.0481,-217.567|199.227
248.376|194.061,-117.491|-200
-399.738|-10.2272,-17.2204|200
321.663|-158.739,83.0498|-200
339.761|143.062,183.32|200
-382.036|82.8418,279.463|-183.536
-174.331|-200,32.7794|200
119.409|200,-223.595|-198.603
357.137|-123.725,-341.842|140.999
-320.126|159.905,371.637|-102.668
-280.735|-182.981,46.1247|200
243.159|195.288,-331.26|-150.9
389.049|-65.2714,-85.9793|200
66.3283|-200,193.622|-200
-399.928|-5.34856,385.567|74.5985
26.2921|200,-232.085|197.41
398.951|20.4569,-353.627|128.058
111.29|-200,-399.96|-3.98426
-338.253|144.52,-348.404|-134.076
-97.6738|-200,-224.196|-198.531
181.648|200,393.684|-49.8635
380.888|-85.32,120.077|200
-339.902|-142.924,-292.883|-177.123
-322.3|158.249,-242.186|195.5
399.469|14.5611,5.92545|-200
-202.725|-199.981,252.466|192.996
-332.683|-149.651,263.72|-189.578
-398.216|-26.6562,-13.8701|200
-367.504|109.281,-285.281|-180.906
-255.46|192.157,-183.161|200
334.653|147.88,-75.9226|-200
375.968|-95.0544,31.3161|200
135.691|-200,138.555|-200
-397.294|32.7909,244.452|194.997
375.133|96.5837,169.989|-200
151.894|-200,94.5827|200
-149.186|200,19.1763|-200
-373.979|-98.6479,-56.23|200
399.332|-16.3286,-131.636|-200
-295.64|175.65,-207.019|199.877
-378.85|-89.5138,-252.834|-192.895
-65.1448|-200,-78.0515|200
396.468|-37.4211,99.8922|-200
123.057|200,271.889|186.633
123.057|200,145.143|-200
123.057|200,14.0153|200
-303.994|-170.837,-117.113|-200
-214.193|199.496,-246.448|194.532
-54.6558|-200,-186.021|-200
105.082|200,-124.756|200
261.013|-190.466,-63.4916|-200
165.429|200,-2.22692|200
165.429|200,59.0378|-200
165.429|200,120.302|200
67.5104|-200,181.567|-200
-30.408|200,242.144|195.509
-128.326|-200,131.558|-200
-225.835|198.324,19.7158|200
-218.283|-199.163,-92.1261|-200
-136.503|200,-203.957|199.961
-54.551|-200,-293.405|-176.849
27.4009|200,49.85|200
109.353|-200,351.232|-130.877
191.305|200,-137.924|200
270.617|-187.118,-398.594|23.6771
49.1463|200,-194.872|-200
-179.694|-200,169.442|200
-179.694|-200,394.4|-46.9941
-179.694|-200,-14.9751|-200
-361.56|117.891,-390.951|-59.4772
395.294|-43.1286,-210.08|199.746
-353.427|128.297,133.55|-200
-213.658|-199.533,133.55|-200
25.6693|200,133.55|-200
259.796|-190.852,380.149|86.8694
233.544|197.167,-391.52|57.6218
63.4717|-200,-32.4739|-200
-107.814|200,-32.4739|-200
-273.164|-186.137,-32.4739|-200
-134.642|200,376.737|93.6164
8.85247|-200,-318.036|-161.454
152.347|200,-303.519|171.125
288.445|-179.381,347.772|-134.772
44.3519|200,151.15|200
-212.746|-199.593,151.15|200
-362.929|115.992,151.15|200
397.513|31.4422,-83.7826|-200
-111.885|-200,-302.215|171.907
-385.041|-75.8929,-78.362|-200
-286.953|180.109,162.4|200
396.839|-35.4202,357.202|-123.642
-399.936|5.04347,-370.463|104.606
399.93|5.284,-72.7552|-200
-396.621|-36.6097,294.821|176.093
278.638|183.892,213.199|-199.564
392.607|-53.8758,69.1371|200
168.756|-200,-75.0823|-200
-346.388|136.274,-218.976|199.098
-90.8262|-200,-279.173|-183.662
212.852|199.587,17.3769|200
378.854|-89.5053,304.007|-170.829
-301.098|-172.567,131.344|200
-393.166|51.8335,-54.9023|-200
-201.126|199.997,-239.33|196.095
296.582|-175.134,-254.83|-192.337
266.305|188.689,-32.5159|200
-102.286|-200,194.14|-200
-378.147|90.904,368.509|107.725
399.63|-12.152,-394.936|44.7218
-398.972|-20.2485,19.5295|-200
354.668|126.799,398.578|23.8097
220.749|-198.921,-181.863|200
-50.9634|200,-181.863|200
-50.9634|200,-181.863|200
-50.9634|200,-324.134|156.814
-303.678|-171.029,-397.712|30.1684
-104.826|200,-365.252|-112.658
109.554|-200,-244.164|-195.063
307.226|168.827,372.986|-100.379
32.7905|-200,261.21|190.403
32.7905|-200,-295.508|-175.722
32.7905|-200,-293.164|176.976
-258.363|191.295,253.156|-192.807
-276.229|-184.903,382.101|82.7003
71.4365|200,-25.1159|200
71.4365|200,-373.39|99.6788
71.4365|200,-305.45|-169.942
360.216|-119.711,399.245|-17.3598
-275.518|185.195,-134.012|200
-376.918|-93.2745,-371.26|103.296
38.9442|-200,-347.789|-134.753
362.172|-117.048,-9.4177|-200
344.465|138.311,351.666|-130.374
-200.337|200,361.549|117.907
-245.705|194.708,64.9847|200
-288.689|179.26,-385.256|75.3666
-327.047|154.464,-225.616|-198.353
-358.779|121.611,172.309|200
-382.23|82.4149,398.275|-26.2097
-396.176|38.9208,96.9026|-200
-399.891|-6.6032,-384.362|77.5275
-393.18|-51.7829,352.889|-128.937
-376.394|-94.2617,196.977|200
-350.407|-131.824,196.977|200
-316.576|-162.511,196.977|200
-276.665|-184.723,7.38211|-200
-232.755|-197.299,-182.213|200
-178.877|-200,-182.213|200
294.485|-176.274,-182.213|200
396.216|-38.72,-343.192|-139.628
354.365|127.168,324.537|156.495
199.555|200,257.24|-191.634
-385.336|-75.1702,-123.633|200
313.289|164.82,-387.033|-70.842
324.708|-156.358,354.732|-126.72
-396.835|35.4407,266.211|188.722
395.698|-41.2598,-261.89|-190.183
-281.703|182.55,-363.034|115.844
-389.215|-64.789,354.212|127.353
-142.281|-200,290.22|-178.495
380.456|86.2301,-360.795|118.932
-277.153|-184.519,-77.8609|-200
-384.332|77.5987,266.802|188.514
-82.9113|200,283.312|-181.822
399.962|3.91457,-121.619|200
-50.7327|-200,-392.239|-55.1751
-50.7327|-200,269.96|-187.365
-50.7327|-200,398.906|-20.8941
-395.051|-44.2146,307.367|168.738
-189.318|200,-294.739|176.138
147.653|-200,-399.568|13.1453
383.381|79.8202,-317.024|-162.189
-362.302|116.868,-1.47827|-200
-240.15|-195.929,317.61|-161.765
148.832|200,399.413|15.3108
148.832|200,291.537|177.823
148.832|200,-324.045|156.885
393.814|-49.3576,-386.589|-72.004
-101.013|-200,-185.785|-200
-358.863|-121.501,344.656|138.111
-365.988|111.571,106.447|-200
-128.641|200,-175.363|200
399.977|3.05109,-379.05|-89.112
-98.025|-200,364.343|-113.98
-381.266|-84.5135,236.096|196.716
-298.044|174.32,-136.769|-200
399.87|7.20426,-388.244|67.5601
-240.481|-195.86,322.079|158.42
-388.202|-67.6749,358.814|-121.566
-355.941|125.23,-218.194|-199.171
-170.517|200,-302.944|-171.472
397.858|-29.1907,-367.234|-109.694
-373.729|-99.0874,-398.288|-26.1151
-158.186|200,-389.933|62.6538
130.08|-200,-343.83|138.971
130.08|-200,-269.142|187.668
130.08|-200,-173.482|200
360.353|119.527,349.772|132.546
-353.121|-128.662,351.437|-130.641
-170.172|200,-137.712|-200
-170.172|200,-290.548|-178.328
-170.172|200,-380.694|-85.7306
52.4865|-200,-395.397|42.6612
